time,"(-83.0, 46.25)","(-82.75, 46.25)","(-82.5, 46.25)","(-89.25, 48.5)","(-84.0, 46.5)","(-89.0, 48.5)","(-83.25, 46.25)","(-83.75, 46.5)","(-82.25, 46.25)","(-84.25, 46.5)","(-83.25, 46.5)","(-94.5, 49.75)","(-83.5, 46.5)","(-94.75, 49.75)","(-88.0, 49.0)","(-83.0, 46.5)","(-88.25, 49.0)","(-95.0, 49.75)","(-94.0, 49.25)","(-82.0, 46.25)"
2017-12-31 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-31 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-31 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 10:00:00,0.18330588951875365,0.15180843947316683,0.11956589795407407,0.0,0.0,0.0,0.22204321588717224,0.0,0.10237335497537241,0.0,0.3357193463567954,0.0,0.0,0.0,0.0,0.2598221482345436,0.0,0.0,0.0,0.09233208004801838
2018-01-01 11:00:00,0.2948407768063537,0.2710645043513939,0.22727753080294688,0.32566142629501216,0.351478418056439,0.2940958247423682,0.30634880233459555,0.42085899649213987,0.18455487977896107,0.2598302972851209,0.44257815301821046,0.4585582517099587,0.4485403510049288,0.0,0.10947707307736679,0.38869089648374644,0.1883695292276254,0.0,0.40545354214102985,0.14871966113096013
2018-01-01 12:00:00,0.40098395952213883,0.34751059206833185,0.2720276791085639,0.5049795920916165,0.4872060106414877,0.46215305897668224,0.43119759424192483,0.5580915454352581,0.22224785450537615,0.3943315402703762,0.6024378200062074,0.5114909172135698,0.5931210753832047,0.5089237117941412,0.2899081829676283,0.5681664674026513,0.34862284791534415,0.5015066757328058,0.5395273303545931,0.18850918473429065
2018-01-01 13:00:00,0.6755466629032583,0.6975467484637163,0.684400646030817,0.6241681664952774,0.5270700359294035,0.6045485958855656,0.6236538622739443,0.6056019429472498,0.59499968674063,0.4368814794970943,0.707628665459714,0.6207307771672051,0.6640150992896492,0.6192311407654298,0.43278297627688916,0.717220897544601,0.47519201101253794,0.6162040124863113,0.6321912746870035,0.49682767309044773
2018-01-01 14:00:00,0.671314474683974,0.6899622626894476,0.6810505831949856,0.6881618755375061,0.5380774928015601,0.6343068254111899,0.6288635860336048,0.6127640369928335,0.6363575269526772,0.44766629214633546,0.7083532400383314,0.6609914592960976,0.6695649772490585,0.6589284070021653,0.27522414518434896,0.7173591870988305,0.33275818928591744,0.6547113371623869,0.6695272258330619,0.5881096465820301
2018-01-01 15:00:00,0.643557580250423,0.6739949915439798,0.6836335937487257,0.6858129537028252,0.5179696622520477,0.6518371173328122,0.5973654849196426,0.5918562071515472,0.6828771176887111,0.4294647165547743,0.6828556835076512,0.6651011943242735,0.6439415587020086,0.6655534779242229,0.6092478438883427,0.6946697504710806,0.6208399620802653,0.6670669137649261,0.6782631532590218,0.6827217540027546
2018-01-01 16:00:00,0.5957362269231423,0.6366359699402786,0.6505998481829897,0.6638247061239034,0.3850806351322834,0.6276201141754592,0.5331170912627674,0.4871625249192855,0.6301643810152834,0.2759084108478086,0.6216063467065484,0.599620930139444,0.563618495311195,0.6004705712431057,0.5351451759410228,0.6454467007575996,0.5510976026270986,0.603704758874272,0.6643352935945048,0.6087099716740706
2018-01-01 17:00:00,0.3808531817490685,0.43165653401821663,0.4635238191757555,0.4848335466605259,0.21899362153400564,0.4358370325671954,0.3126483239967474,0.2798329159428828,0.4616346004140882,0.16093973350302543,0.3978771398631961,0.3987643647792425,0.33765519280640044,0.4350758337899999,0.2817387340961071,0.44894088997540793,0.2683698166703774,0.46669926182930865,0.4833477765963074,0.4598060301037622
2018-01-01 18:00:00,0.20086452659206097,0.2401158667512345,0.2704119026961018,0.21786539229800644,0.1041403381344823,0.17247302359860328,0.1538782087808166,0.14332353701874873,0.26838582107563347,0.06573058018504868,0.23131514908104256,0.22769951462177246,0.1850311629623855,0.27446201506898615,0.0779964448203023,0.2744713434378289,0.08279783510537632,0.31150883249051414,0.25741677430568183,0.2642491113636997
2018-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
